temp,feels_like,temp_min,temp_max,pressure,humidity,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),weather_description_encoded
25.77,25.13,24.54,27.72,1018,28,15,0.0,0.0,0.26,High,7
25.23,24.54,25.1,26.72,1018,28,16,0.0,0.0,0.254,High,7
24.67,24.0,24.23,25.72,1018,31,17,0.112,0.0,0.187,Low,7
21.79,21.23,19.72,24.0,1018,46,18,0.333,0.0,0.011,None,7
19.55,19.23,16.72,22.89,1018,64,19,0.576,0.0,0.0,None,7
19.03,18.79,16.45,21.78,1018,69,20,0.595,0.0,0.0,None,7
17.62,17.32,14.72,20.67,1019,72,21,0.726,0.0,0.0,None,7
18.43,18.34,18.43,18.9,1019,77,22,0.395,0.0,0.0,None,7
17.93,17.76,17.79,18.44,1019,76,23,0.516,0.0,0.0,None,7
12.26,11.45,11.54,17.79,1019,73,0,0.396,0.0,0.0,None,7
12.01,11.12,11.21,16.68,1019,71,1,0.394,0.0,0.0,None,7
12.08,11.07,11.18,16.68,1018,66,2,0.398,0.0,0.0,None,7
11.89,10.83,10.89,16.68,1018,65,3,0.328,0.0,0.0,None,7
11.35,10.24,10.4,16.68,1019,65,4,0.318,0.0,0.0,None,7
10.94,9.79,9.97,16.68,1019,65,5,0.306,0.0,0.0,None,1
15.74,15.09,12.57,16.12,1019,66,6,0.301,0.0,0.0,None,6
15.56,14.95,12.57,15.72,1019,68,7,0.317,0.0,0.0,None,0
16.37,15.84,15.66,17.23,1020,68,8,0.186,0.0,0.194,Low,5
20.09,19.2,17.33,20.15,1020,40,9,0.003,0.0,0.343,Medium,5
21.21,20.48,18.44,21.26,1021,42,10,0.0,0.0,0.351,High,5
22.89,22.41,20.11,22.93,1021,45,11,0.001,0.0,0.294,High,5
22.92,22.55,22.72,22.93,1020,49,12,0.63,0.0,0.578,Medium,0
23.45,23.21,21.72,24.54,1020,52,13,0.461,0.0,0.51,Medium,6
24.05,23.63,24.04,25.11,1019,43,14,0.079,0.0,0.377,High,6
25.14,24.78,23.9,25.15,1019,41,15,0.0,0.0,0.345,High,0
24.48,24.08,22.72,24.59,1019,42,16,0.017,0.0,0.253,Medium,5
23.37,22.96,21.72,23.48,1019,46,17,0.113,0.0,0.17,Low,5
21.63,21.18,17.72,22.88,1020,51,18,0.618,0.0,0.014,None,0
19.58,19.06,17.79,20.1,1020,56,19,0.96,0.0,0.0,None,0
19.0,18.42,17.01,19.04,1020,56,20,0.94,0.0,0.0,None,0
18.44,17.8,15.9,18.48,1021,56,21,0.61,0.0,0.0,None,6
17.35,16.73,14.79,17.37,1021,61,22,0.842,0.0,0.0,None,6
17.11,16.52,12.72,17.37,1021,63,23,0.496,0.0,0.0,None,7
16.59,16.03,12.72,16.82,1020,66,0,0.438,0.0,0.0,None,7
16.8,16.18,11.72,16.82,1021,63,1,0.323,0.0,0.0,None,0
16.24,15.59,10.72,16.26,1020,64,2,0.268,0.0,0.0,None,0
15.68,14.95,10.72,15.7,1020,63,3,0.268,0.0,0.0,None,0
16.26,15.61,9.72,16.26,1020,64,4,0.252,0.0,0.0,None,6
15.7,15.02,9.72,15.7,1020,65,5,0.252,0.0,0.0,None,0
15.15,14.44,8.72,15.15,1020,66,6,0.251,0.0,0.0,None,0
14.59,13.88,10.72,14.59,1020,68,7,0.272,0.0,0.001,None,5
16.26,15.66,11.72,16.26,1021,66,8,0.752,0.0,0.124,Low,5
18.96,18.53,15.11,19.04,1021,62,9,0.007,0.0,0.266,Medium,5
20.65,20.23,17.23,20.7,1022,56,10,0.0,0.0,0.258,High,0
21.26,20.77,20.57,21.26,1021,51,11,0.02,0.0,0.279,Very High,7
22.3,21.84,18.72,23.99,1021,48,12,0.022,0.0,0.351,Very High,1
23.47,23.18,22.23,23.68,1020,50,13,0.0,0.0,0.263,Very High,5
24.04,23.75,22.23,24.79,1020,48,14,0.014,0.0,0.362,High,5
23.43,23.13,21.22,24.79,1019,50,15,0.0,0.0,0.265,High,5
22.89,22.67,21.22,23.12,1019,55,16,0.002,0.0,0.259,High,0
21.54,21.37,16.72,22.57,1019,62,17,0.936,0.0,0.184,Low,0
19.37,19.11,15.72,20.34,1020,67,18,0.825,0.0,0.006,None,0
17.82,17.54,15.72,18.68,1020,72,19,0.413,0.0,0.0,None,0
17.2,16.99,14.72,17.37,1020,77,20,0.41,0.0,0.0,None,0
16.7,16.46,14.72,16.82,1020,78,21,0.41,0.0,0.0,None,5
16.69,16.48,14.72,16.82,1020,79,22,0.474,0.0,0.0,None,5
16.11,15.92,13.72,16.26,1019,82,23,0.444,0.0,0.0,None,5
16.16,15.95,14.45,16.26,1019,81,0,0.438,0.0,0.0,None,5
16.1,15.88,13.72,16.26,1019,81,1,0.334,0.0,0.0,None,5
16.15,15.94,14.45,16.26,1018,81,2,0.315,0.0,0.0,None,5
16.05,15.8,12.72,16.26,1018,80,3,0.253,0.0,0.0,None,5
15.5,15.27,12.72,15.7,1017,83,4,0.252,0.0,0.0,None,5
15.55,15.33,13.34,15.7,1017,83,5,0.251,0.0,0.0,None,5
16.6,16.35,13.72,16.82,1017,78,6,0.249,0.0,0.0,None,5
15.02,14.82,13.34,15.34,1018,86,7,0.258,0.0,0.0,None,5
15.59,15.4,13.99,15.7,1018,84,8,0.396,0.0,0.04,None,5
17.32,17.2,15.11,17.37,1019,80,9,0.125,0.0,0.174,None,5
17.93,17.84,16.72,17.93,1018,79,10,0.035,0.0,0.227,Low,5
18.98,18.89,16.68,19.04,1019,75,11,0.102,0.0,0.278,Low,5
19.53,19.47,17.72,19.59,1018,74,12,0.57,0.0,0.267,None,5
19.02,19.04,17.72,20.1,1017,79,13,0.564,0.0,0.319,Low,5
20.11,20.16,18.72,20.15,1017,76,14,0.074,0.0,0.332,Low,3
20.11,20.19,18.72,20.15,1017,77,15,0.163,0.0,0.236,None,5
19.59,19.64,19.45,19.59,1017,78,16,0.152,0.0,0.116,None,5
19.05,19.05,18.44,19.54,1017,78,17,0.222,0.0,0.027,None,5
18.9,18.99,16.68,19.04,1018,82,18,0.322,0.0,0.0,None,3
17.77,17.85,15.72,17.93,1018,86,19,0.432,0.0,0.0,None,4
16.75,16.75,15.11,17.01,1018,87,20,0.436,0.0,0.0,None,4
15.64,15.61,14.72,16.45,1018,90,21,0.254,0.0,0.0,None,5
15.67,15.67,14.55,15.9,1018,91,22,0.253,0.0,0.0,None,3
15.66,15.68,14.54,16.45,1017,92,23,0.253,0.0,0.0,None,3
16.2,16.28,15.1,16.45,1018,92,0,1.038,0.0,0.0,None,5
16.26,16.34,15.66,16.72,1017,92,1,0.48,0.0,0.0,None,5
16.78,16.92,15.66,16.82,1017,92,2,0.334,0.0,0.0,None,5
16.78,16.92,15.66,16.82,1017,92,3,0.335,0.0,0.0,None,5
16.84,17.01,16.12,17.72,1016,93,4,0.254,0.0,0.0,None,5
16.84,17.01,16.21,17.72,1016,93,5,0.268,0.0,0.0,None,5
16.84,17.01,16.21,17.72,1016,93,6,0.322,0.0,0.0,None,5
16.82,16.99,16.45,16.82,1017,93,7,0.299,0.0,0.0,None,5
17.37,17.59,16.77,17.72,1017,93,8,0.244,0.0,0.011,None,5
17.94,18.22,16.77,18.72,1017,93,9,0.201,0.0,0.075,None,5
18.44,18.74,17.32,19.23,1018,92,10,0.249,0.0,0.137,None,5
19.02,19.38,17.89,19.04,1018,92,11,0.155,0.0,0.225,Medium,3
20.12,20.56,18.99,20.15,1018,91,12,0.507,0.0,0.32,Low,3
19.59,19.98,18.99,19.72,1017,91,13,1.004,0.0,0.273,None,3
20.05,20.51,18.72,21.45,1017,92,14,0.115,0.0,0.178,None,3
20.05,20.51,18.72,20.9,1017,92,15,0.165,0.0,0.146,None,0
20.03,20.49,18.34,21.45,1018,92,16,0.433,0.0,0.094,None,3
19.55,19.96,18.34,19.59,1018,92,17,0.619,0.0,0.02,None,5
19.02,19.38,17.79,19.04,1018,92,18,0.666,0.0,0.0,None,3
19.02,19.38,17.88,19.04,1019,92,19,2.077,0.0,0.0,None,5
19.02,19.38,18.34,19.04,1019,92,20,0.904,0.0,0.0,None,3
19.0,19.36,18.34,19.79,1020,92,21,0.688,0.0,0.0,None,5
19.0,19.38,18.34,19.79,1020,93,22,0.543,0.0,0.0,None,5
19.0,19.38,18.34,19.79,1020,93,23,0.418,0.0,0.0,None,5
19.0,19.38,18.34,19.79,1020,93,0,0.53,0.0,0.0,None,5
19.0,19.38,18.34,19.79,1020,93,1,0.427,0.0,0.0,None,5
18.99,19.37,17.88,19.79,1020,93,2,0.323,0.0,0.0,None,5
18.99,19.37,17.88,19.79,1020,93,3,0.326,0.0,0.0,None,5
18.48,18.81,17.88,18.72,1020,93,4,0.274,0.0,0.0,None,5
18.48,18.81,17.88,18.72,1021,93,5,0.269,0.0,0.0,None,5
18.48,18.81,17.79,18.72,1021,93,6,0.267,0.0,0.0,None,5
18.48,18.81,17.79,18.72,1021,93,7,0.288,0.0,0.0,None,5
18.97,19.35,17.79,19.79,1022,93,8,0.421,0.0,0.076,None,5
20.04,20.5,17.88,20.15,1022,92,9,0.026,0.0,0.226,Low,5
21.75,22.2,19.0,21.82,1022,85,10,0.0,0.0,0.253,Medium,5
21.78,22.21,19.72,22.88,1022,84,11,0.0,0.0,0.254,High,5
22.88,23.31,20.72,23.43,1022,80,12,0.0,0.0,0.268,High,5
23.42,23.8,20.72,24.54,1021,76,13,0.0,0.0,0.278,High,5
24.51,24.79,21.72,24.59,1021,68,14,0.018,0.0,0.326,High,5
23.98,24.26,21.72,24.04,1020,70,15,0.027,0.0,0.371,Medium,5
23.34,23.64,20.72,23.99,1020,73,16,0.025,0.0,0.37,Medium,0
23.27,23.58,19.72,23.48,1020,74,17,0.149,0.0,0.191,None,0
22.15,22.48,18.72,22.37,1021,79,18,0.31,0.0,0.024,None,6
20.99,21.36,16.72,21.26,1021,85,19,1.087,0.0,0.0,None,6
19.93,20.28,16.72,20.15,1022,88,20,0.727,0.0,0.0,None,6
19.54,19.87,17.57,19.59,1021,89,21,0.6,0.0,0.0,None,7
19.34,19.71,15.72,19.59,1022,91,22,0.534,0.0,0.0,None,7
19.73,20.13,15.72,20.15,1021,91,23,0.637,0.0,0.0,None,7
19.51,19.84,16.68,20.15,1021,89,0,0.342,0.0,0.0,None,7
18.95,19.15,16.12,19.04,1021,86,1,0.317,0.0,0.0,None,7
20.01,20.16,15.66,20.15,1021,80,2,0.315,0.0,0.0,None,7
16.21,16.34,15.1,16.72,1020,94,3,0.263,0.0,0.0,None,7
15.53,15.62,15.1,15.72,1020,95,4,0.283,0.0,0.0,None,1
14.36,14.31,13.73,15.72,1020,94,5,0.275,0.0,0.0,None,7
15.7,15.75,15.11,15.72,1021,93,6,0.256,0.0,0.0,None,6
15.7,15.73,15.11,15.72,1021,92,7,0.273,0.0,0.0,None,1
16.38,16.42,15.66,16.72,1021,90,8,0.429,0.0,0.125,Low,7
22.78,22.92,17.88,22.93,1021,69,9,0.0,0.0,0.339,Medium,7
24.47,24.7,20.67,24.59,1021,66,10,0.0,0.0,0.341,High,7
25.65,25.97,22.89,25.7,1021,65,11,0.0,0.0,0.344,High,7
26.7,27.9,25.1,26.82,1021,63,12,0.0,0.0,0.351,Very High,7
27.28,28.53,25.72,27.37,1020,61,13,0.3,0.0,0.569,High,7
27.29,28.46,25.72,27.37,1020,60,14,0.012,0.0,0.433,High,7
27.2,28.34,23.72,27.37,1020,60,15,0.0,0.0,0.341,High,7
25.98,25.98,21.72,26.26,1020,66,16,0.026,0.0,0.342,Medium,7
23.4,23.75,21.22,24.79,1020,75,17,0.254,0.0,0.173,Low,6
22.22,22.46,19.72,23.12,1020,75,18,0.331,0.0,0.006,None,6
21.66,21.68,19.72,21.82,1021,69,19,0.439,0.0,0.0,None,0
20.68,20.74,20.1,20.72,1021,74,20,0.418,0.0,0.0,None,5
20.57,20.67,18.72,20.7,1021,76,21,0.376,0.0,0.0,None,5
20.12,20.2,19.23,20.15,1021,77,22,0.416,0.0,0.0,None,6
19.56,19.63,18.99,19.59,1021,79,23,0.378,0.0,0.0,None,6
18.91,19.0,16.72,19.23,1021,82,0,0.256,0.0,0.0,None,6
18.38,18.39,16.72,19.23,1021,81,1,0.28,0.0,0.0,None,5
18.4,18.46,17.23,19.23,1021,83,2,0.259,0.0,0.0,None,5
18.45,18.52,17.23,19.23,1020,83,3,0.255,0.0,0.0,None,0
18.43,18.5,16.77,19.23,1020,83,4,0.253,0.0,0.0,None,3
18.39,18.45,16.77,19.23,1020,83,5,0.252,0.0,0.0,None,3
17.92,18.12,17.23,17.93,1020,90,6,0.252,0.0,0.0,None,3
17.38,17.58,17.32,17.89,1020,92,7,0.627,0.0,0.0,None,3
17.38,17.6,17.23,17.89,1020,93,8,0.301,0.0,0.013,None,3
17.92,18.2,17.72,17.93,1021,93,9,0.208,0.0,0.057,None,3
18.45,18.78,17.72,18.48,1021,93,10,0.175,0.0,0.09,None,5
18.45,18.78,17.72,18.48,1022,93,11,0.154,0.0,0.111,None,5
18.99,19.37,17.79,19.23,1022,93,12,0.062,0.0,0.21,Medium,5
19.08,19.47,18.34,20.34,1021,93,13,0.019,0.0,0.256,High,0
20.12,20.38,19.55,20.34,1021,84,14,0.031,0.0,0.278,High,1
19.65,19.81,19.45,21.21,1021,82,15,0.026,0.0,0.273,High,6
20.14,20.32,19.72,20.66,1021,81,16,0.056,0.0,0.194,Low,6
19.06,19.27,18.34,20.1,1021,86,17,0.25,0.0,0.113,None,6
18.52,18.75,17.57,19.54,1021,89,18,0.348,0.0,0.011,None,6
17.93,18.15,17.72,18.44,1022,91,19,1.07,0.0,0.0,None,6
17.93,18.18,17.01,18.43,1022,92,20,0.767,0.0,0.0,None,0
17.38,17.6,17.23,17.89,1022,93,21,0.755,0.0,0.0,None,5
16.82,16.99,16.68,17.33,1022,93,22,0.666,0.0,0.0,None,5
16.82,16.99,16.68,16.82,1022,93,23,0.371,0.0,0.0,None,5
16.25,16.36,15.57,16.77,1022,93,0,0.372,0.0,0.0,None,5
16.18,16.28,14.72,16.26,1022,93,1,0.366,0.0,0.0,None,5
15.65,15.7,14.72,15.7,1022,93,2,0.349,0.0,0.0,None,5
15.65,15.7,14.72,15.7,1021,93,3,0.307,0.0,0.0,None,5
15.63,15.68,14.72,15.7,1021,93,4,0.315,0.0,0.0,None,0
15.6,15.64,13.68,15.7,1022,93,5,0.314,0.0,0.0,None,0
14.07,13.96,13.12,15.66,1022,93,6,0.302,0.0,0.0,None,0
14.06,13.92,13.12,15.1,1022,92,7,0.422,0.0,0.0,None,6
14.59,14.48,14.45,14.72,1023,91,8,0.336,0.0,0.136,None,6
16.2,15.76,14.79,16.26,1023,72,9,0.129,0.0,0.317,Medium,1
16.28,15.71,16.12,16.77,1024,67,10,0.003,0.0,0.395,Medium,6
16.9,16.26,15.9,17.88,1023,62,11,0.0,0.0,0.407,High,0
17.39,16.78,16.45,17.89,1023,61,12,0.024,0.0,0.401,High,0
17.92,17.31,17.01,18.44,1022,59,13,0.895,0.0,0.47,High,0
17.97,17.36,17.01,19.54,1022,59,14,0.04,0.0,0.285,High,5
18.47,17.94,17.72,18.99,1022,60,15,0.187,0.0,0.254,Medium,5
17.36,16.82,16.45,17.88,1022,64,16,0.166,0.0,0.15,Low,0
16.78,16.26,15.34,17.32,1022,67,17,0.198,0.0,0.15,None,0
15.14,14.64,14.45,15.66,1022,74,18,0.358,0.0,0.006,None,6
14.1,13.63,13.68,15.1,1022,79,19,0.873,0.0,0.0,None,7
13.52,13.07,12.57,14.54,1022,82,20,0.818,0.0,0.0,None,7
12.94,12.48,12.01,13.44,1023,84,21,0.506,0.0,0.0,None,7
12.88,12.44,10.9,13.43,1023,85,22,0.479,0.0,0.0,None,7
12.38,11.92,12.23,12.72,1023,86,23,0.366,0.0,0.0,None,7
11.78,11.26,10.72,12.32,1022,86,0,0.376,0.0,0.0,None,7
12.32,11.83,10.9,12.37,1022,85,1,0.376,0.0,0.0,None,7
11.77,11.22,10.72,11.82,1022,85,2,0.372,0.0,0.0,None,7
11.75,11.15,10.72,11.82,1022,83,3,0.353,0.0,0.0,None,7
11.18,10.55,9.72,11.26,1022,84,4,0.353,0.0,0.0,None,7
11.12,10.43,8.72,11.26,1022,82,5,0.265,0.0,0.0,None,7
11.16,10.42,9.45,11.26,1022,80,6,0.259,0.0,0.0,None,7
11.63,10.94,9.45,11.82,1022,80,7,0.337,0.0,0.0,None,7
12.79,12.14,10.57,12.93,1023,77,8,0.272,0.0,0.114,Low,7
15.03,14.42,11.68,15.15,1023,70,9,0.027,0.0,0.271,High,7
16.7,16.2,13.9,16.82,1023,68,10,0.0,0.0,0.326,High,7
17.88,17.53,15.9,18.99,1023,69,11,0.0,0.0,0.324,Very High,7
19.27,18.85,17.57,20.66,1023,61,12,0.0,0.0,0.409,Very High,7
20.64,20.01,18.12,22.32,1022,48,13,0.008,0.0,0.406,Very High,7
21.11,20.53,18.72,21.26,1022,48,14,0.017,0.0,0.468,High,7
20.67,20.23,19.79,20.7,1021,55,15,0.0,0.0,0.288,High,7
19.52,19.04,17.72,20.57,1021,58,16,0.0,0.0,0.257,Medium,7
19.22,18.82,17.72,19.59,1021,62,17,0.107,0.0,0.148,Low,7
17.81,17.5,15.72,17.93,1021,71,18,0.293,0.0,0.004,None,7
16.76,16.45,15.34,16.82,1021,75,19,0.342,0.0,0.0,None,7
15.9,15.58,13.68,16.26,1022,78,20,0.349,0.0,0.0,None,7
15.29,14.96,12.72,15.7,1022,80,21,0.34,0.0,0.0,None,7
15.47,15.11,11.72,15.7,1022,78,22,0.503,0.0,0.0,None,7
15.53,15.04,10.9,15.7,1022,73,23,0.636,0.0,0.0,None,7
14.88,14.36,9.79,15.15,1022,74,0,0.395,0.0,0.0,None,7
14.85,14.32,9.79,15.15,1022,74,1,0.382,0.0,0.0,None,7
14.36,13.81,9.23,14.59,1022,75,2,0.417,0.0,0.0,None,7
13.93,13.34,10.72,14.04,1021,75,3,0.445,0.0,0.0,None,7
12.05,11.63,8.68,13.34,1021,89,4,0.39,0.0,0.0,None,1
12.6,12.21,12.32,13.9,1021,88,5,0.38,0.0,0.0,None,1
13.39,13.11,8.12,13.72,1022,89,6,0.246,0.0,0.0,None,1
12.78,12.39,8.12,12.88,1022,87,7,0.249,0.0,0.0,None,1
14.02,13.23,12.88,14.55,1022,67,8,0.166,0.0,0.099,Low,6
15.15,14.42,15.01,15.15,1023,65,9,0.0,0.0,0.258,Medium,6
16.8,16.13,15.66,16.82,1023,61,10,0.447,0.0,0.467,Medium,5
18.46,17.95,17.72,18.48,1023,61,11,0.139,0.0,0.494,Medium,5
19.87,19.48,19.55,20.15,1022,60,12,0.328,0.0,0.654,High,5
19.62,19.13,18.72,21.21,1022,57,13,0.0,0.0,0.373,High,5
20.2,19.74,19.45,21.77,1022,56,14,0.303,0.0,0.462,Medium,5
21.01,20.55,16.72,21.26,1021,53,15,0.146,0.0,0.396,Medium,5
19.47,19.07,16.72,20.66,1022,61,16,0.179,0.0,0.231,Low,0
18.49,18.17,17.89,18.99,1022,68,17,0.351,0.0,0.117,None,1
16.87,16.44,16.45,18.43,1022,70,18,0.387,0.0,0.015,None,7
15.74,15.41,15.01,17.32,1022,78,19,0.402,0.0,0.0,None,7
15.17,14.78,14.23,15.67,1022,78,20,0.999,0.0,0.0,None,7
14.59,14.22,12.57,15.11,1022,81,21,0.597,0.0,0.0,None,7
13.83,13.44,9.72,14.04,1023,83,22,0.429,0.0,0.0,None,7
13.79,13.44,9.72,14.04,1023,85,23,0.563,0.0,0.0,None,7
13.26,12.81,9.72,13.48,1023,83,0,0.506,0.0,0.0,None,7
13.46,13.03,9.72,13.48,1023,83,1,0.478,0.0,0.0,None,7
13.36,12.97,9.72,13.48,1022,85,2,0.453,0.0,0.0,None,7
13.46,13.0,8.72,13.48,1022,82,3,0.295,0.0,0.0,None,6
12.91,12.45,8.72,12.93,1022,84,4,0.353,0.0,0.0,None,0
12.3,11.86,9.72,12.37,1022,87,5,0.302,0.0,0.0,None,6
12.37,11.83,7.72,12.37,1023,83,6,0.3,0.0,0.0,None,6
12.93,12.42,9.72,12.93,1023,82,7,0.307,0.0,0.0,None,6
12.93,12.47,10.72,12.93,1023,84,8,0.167,0.0,0.121,Low,7
16.15,15.65,12.72,16.26,1023,70,9,0.088,0.0,0.359,Medium,7
17.3,16.91,14.0,17.37,1024,70,10,0.0,0.0,0.334,High,6
17.93,17.61,17.23,18.43,1024,70,11,0.0,0.0,0.321,Very High,6
19.07,18.65,17.72,21.77,1024,62,12,0.0,0.0,0.546,High,3
20.03,19.55,17.72,20.67,1023,56,13,0.192,0.0,0.626,High,3
20.11,19.43,18.68,21.21,1023,48,14,0.546,0.0,0.482,Medium,3
20.01,19.35,17.72,20.15,1023,49,15,0.01,0.0,0.367,Medium,3
18.98,18.6,17.01,19.54,1023,64,16,0.321,0.0,0.154,None,3
18.41,18.32,15.34,19.54,1023,77,17,0.534,0.0,0.065,None,5
17.37,17.38,16.12,18.43,1023,85,18,0.431,0.0,0.0,None,0
15.72,15.7,15.7,17.32,1023,90,19,0.961,0.0,0.0,None,0
15.69,15.69,14.72,16.77,1023,91,20,0.964,0.0,0.0,None,6
15.69,15.72,14.72,16.77,1023,92,21,0.668,0.0,0.0,None,6
15.05,15.01,12.72,15.66,1023,92,22,1.028,0.0,0.0,None,0
15.05,15.01,12.72,15.66,1024,92,23,1.051,0.0,0.0,None,0
15.09,15.06,13.12,15.66,1023,92,0,0.468,0.0,0.0,None,6
14.57,14.51,13.72,14.59,1023,93,1,0.391,0.0,0.0,None,0
14.03,13.92,13.34,14.04,1023,93,2,0.32,0.0,0.0,None,6
13.44,13.27,12.01,13.48,1022,93,3,0.385,0.0,0.0,None,0
13.42,13.25,12.01,13.48,1022,93,4,0.269,0.0,0.0,None,0
12.91,12.71,11.45,12.93,1022,94,5,0.254,0.0,0.0,None,0
13.41,13.23,11.45,13.48,1023,93,6,0.264,0.0,0.0,None,6
12.92,12.7,12.23,12.93,1023,93,7,0.488,0.0,0.0,None,5
12.92,12.72,12.72,12.93,1023,94,8,0.389,0.0,0.106,Low,0
14.56,14.47,12.88,14.59,1024,92,9,0.079,0.0,0.195,Low,0
15.72,15.7,14.45,16.72,1024,90,10,0.0,0.0,0.256,Medium,6
17.12,17.11,16.72,20.1,1024,85,11,0.002,0.0,0.253,Medium,6
17.92,17.86,17.01,18.34,1023,80,12,0.0,0.0,0.257,High,6
19.08,18.92,17.57,20.66,1023,72,13,0.0,0.0,0.262,Very High,1
20.09,19.8,18.72,20.57,1022,63,14,0.0,0.0,0.258,Very High,6
20.14,19.88,19.23,20.15,1022,64,15,0.008,0.0,0.246,High,6
18.98,18.76,17.72,19.54,1022,70,16,0.061,0.0,0.259,Medium,1
18.39,18.19,16.72,18.48,1022,73,17,0.249,0.0,0.129,Low,7
17.21,17.0,14.72,17.37,1022,77,18,1.564,0.0,0.004,None,7
16.15,15.94,14.45,16.26,1022,81,19,1.952,0.0,0.0,None,7
15.57,15.38,13.68,15.7,1023,84,20,0.66,0.0,0.0,None,7
14.96,14.73,11.72,15.15,1023,85,21,0.524,0.0,0.0,None,7
14.41,14.13,10.72,14.59,1023,85,22,0.634,0.0,0.0,None,7
13.91,13.55,10.9,14.04,1023,84,23,0.613,0.0,0.0,None,7
14.35,13.82,10.34,14.59,1023,76,0,0.254,0.0,0.0,None,7
14.3,13.64,9.72,14.59,1022,71,1,0.267,0.0,0.0,None,7
11.91,11.48,11.72,12.32,1022,89,2,0.312,0.0,0.0,None,6
14.48,13.81,11.72,14.59,1022,70,3,0.248,0.0,0.0,None,1
13.89,13.21,9.72,14.04,1022,72,4,0.257,0.0,0.0,None,1
9.51,8.52,8.72,13.34,1022,89,5,0.255,0.0,0.0,None,7
13.86,13.16,8.72,14.04,1023,71,6,0.255,0.0,0.0,None,7
9.43,8.42,8.72,13.34,1023,89,7,0.363,0.0,0.0,None,7
9.64,8.22,8.72,14.55,1023,88,8,0.226,0.0,0.097,Low,7
16.75,16.2,14.72,16.82,1024,66,9,0.0,0.0,0.255,Medium,7
17.92,17.41,16.68,17.93,1023,63,10,0.0,0.0,0.253,High,7
19.02,18.57,18.34,19.04,1023,61,11,0.0,0.0,0.248,Very High,7
20.16,19.72,19.54,20.72,1023,57,12,0.027,0.0,0.337,Very High,7
21.28,20.85,20.9,21.78,1023,53,13,0.0,0.0,0.271,Very High,1
22.36,21.96,21.21,22.89,1022,50,14,0.0,0.0,0.335,High,6
22.35,21.84,21.21,23.34,1021,46,15,0.021,0.0,0.315,High,6
21.73,21.19,19.72,23.34,1021,47,16,0.0,0.0,0.258,Medium,6
20.7,20.24,20.11,21.68,1021,54,17,0.144,0.0,0.117,Low,0
17.65,17.38,15.72,20.1,1022,73,18,0.202,0.0,0.001,None,0
15.67,15.33,13.72,17.88,1022,78,19,0.251,0.0,0.0,None,6
14.82,14.66,12.72,17.33,1022,88,20,0.249,0.0,0.0,None,6
14.51,14.31,12.72,16.78,1022,88,21,0.379,0.0,0.0,None,7
13.49,13.24,11.72,15.67,1022,90,22,0.444,0.0,0.0,None,0
12.81,12.55,10.72,15.11,1022,92,23,0.527,0.0,0.0,None,6
11.76,11.42,10.72,13.99,1022,93,0,0.431,0.0,0.0,None,6
12.95,12.7,12.72,13.43,1022,92,1,0.304,0.0,0.0,None,6
11.41,10.96,10.72,13.9,1021,90,2,0.268,0.0,0.0,None,0
10.37,9.81,9.72,13.34,1022,90,3,0.262,0.0,0.0,None,1
12.42,12.07,11.77,12.79,1021,90,4,0.247,0.0,0.0,None,7
12.93,12.6,11.21,13.72,1021,89,5,0.246,0.0,0.0,None,6
12.93,12.58,11.21,13.72,1021,88,6,0.243,0.0,0.0,None,6
8.62,7.45,7.73,13.72,1021,88,7,0.36,0.0,0.0,None,6
14.63,14.34,12.33,14.72,1022,84,8,0.391,0.0,0.09,Low,7
18.97,18.44,14.55,19.04,1022,58,9,0.0,0.0,0.272,Medium,7
20.07,19.57,16.22,20.15,1022,55,10,0.0,0.0,0.275,High,7
21.74,21.3,18.44,21.82,1022,51,11,0.0,0.0,0.28,Very High,7
22.36,22.04,21.22,22.88,1021,53,12,0.015,0.0,0.311,Very High,1
23.44,22.99,22.01,23.48,1021,44,13,0.0,0.0,0.28,Very High,7
23.37,22.96,20.72,23.99,1020,46,14,0.0,0.0,0.324,High,7
23.32,22.91,20.72,23.48,1020,46,15,0.006,0.0,0.385,High,7
21.83,21.37,21.22,22.32,1019,50,16,0.117,0.0,0.312,Medium,7
21.13,20.79,18.72,21.26,1019,57,17,0.312,0.0,0.115,None,7
18.89,18.48,14.72,20.66,1019,63,18,0.345,0.0,0.004,None,7
17.25,16.7,13.72,18.99,1019,64,19,0.334,0.0,0.0,None,7
17.14,16.5,12.72,17.37,1019,61,20,0.399,0.0,0.0,None,7
16.59,16.0,12.72,16.82,1019,65,21,0.677,0.0,0.0,None,7
16.56,16.05,12.01,16.82,1018,68,22,0.528,0.0,0.0,None,7
16.15,15.62,12.72,16.26,1018,69,23,0.438,0.0,0.0,None,7
15.14,14.64,12.72,15.15,1018,74,0,0.252,0.0,0.0,None,7
15.14,14.64,12.32,15.15,1018,74,1,0.251,0.0,0.0,None,7
15.14,14.56,11.72,15.15,1018,71,2,0.251,0.0,0.0,None,7
8.4,7.79,7.14,11.77,1017,91,3,0.242,0.0,0.0,None,7
14.51,13.92,11.12,14.59,1017,73,4,0.242,0.0,0.0,None,7
14.04,13.41,10.72,14.04,1016,73,5,0.242,0.0,0.0,None,1
7.48,6.46,5.93,10.72,1016,92,6,0.328,0.0,0.0,None,0
7.72,6.89,5.95,10.72,1016,91,7,0.459,0.0,0.0,None,5
