dt,city_name,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,rain_1h,clouds_all,weather_description,date,hour,normal,economic_schedule,self-consumption
1673294400,local,10.72,10.09,9.23,11.21,1030,,,86,1.61,,53,broken clouds,2023-01-09,20,0.643,0.0,0.0
1673298000,local,10.22,9.57,8.68,10.82,1030,,,87,1.7,,76,broken clouds,2023-01-09,21,1.644,0.0,0.0
1673301600,local,10.24,9.59,6.93,11.82,1030,,,87,1.48,,79,broken clouds,2023-01-09,22,0.0,0.674,0.0
1673305200,local,9.65,9.04,6.38,10.82,1030,,,88,1.71,,93,overcast clouds,2023-01-09,23,0.0,0.532,0.0
1673308800,local,10.15,9.54,6.93,10.82,1030,,,89,1.74,,100,overcast clouds,2023-01-10,0,0.0,0.346,0.0
1673312400,local,10.2,9.6,7.49,10.82,1030,,,89,1.73,,98,overcast clouds,2023-01-10,1,0.0,0.341,0.0
1673316000,local,10.18,9.5,7.49,10.82,1030,,,86,1.87,,100,overcast clouds,2023-01-10,2,0.0,0.292,0.0
1673319600,local,10.72,10.2,7.49,11.82,1030,,,90,1.92,,100,overcast clouds,2023-01-10,3,0.0,0.28,0.0
1673323200,local,10.69,10.24,9.23,10.82,1030,,,93,2.03,,99,overcast clouds,2023-01-10,4,0.0,0.268,0.0
1673326800,local,10.69,10.27,9.23,10.82,1030,,,94,2.08,,100,overcast clouds,2023-01-10,5,0.0,0.286,0.0
1673330400,local,10.69,10.27,9.79,10.82,1029,,,94,2.14,,100,overcast clouds,2023-01-10,6,0.0,0.254,0.0
1673334000,local,11.13,10.75,8.6,11.26,1029,,,94,2.27,,98,overcast clouds,2023-01-10,7,0.0,1.36,0.0
1673337600,local,11.18,10.81,9.79,11.26,1029,,,94,2.35,,85,overcast clouds,2023-01-10,8,0.394,0.0,0.029
1673341200,local,11.51,11.17,10.1,11.82,1029,,,94,2.56,,78,broken clouds,2023-01-10,9,0.212,0.0,0.086
1673344800,local,11.85,11.57,10.66,12.82,1030,,,95,2.42,,100,overcast clouds,2023-01-10,10,0.12,0.0,0.12
1673348400,local,12.96,12.79,11.68,13.82,1030,,,95,3.08,,100,overcast clouds,2023-01-10,11,0.007,0.0,0.23
1673352000,local,13.01,12.85,12.32,14.82,1030,,,95,3.9,0.33,100,light rain,2023-01-10,12,0.006,0.0,0.234
1673355600,local,13.02,12.83,12.88,14.82,1029,,,94,4.48,0.27,100,light rain,2023-01-10,13,0.122,0.0,0.161
1673359200,local,13.5,13.36,13.43,14.45,1028,,,94,4.44,0.57,100,light rain,2023-01-10,14,0.292,0.0,0.082
1673362800,local,13.75,13.63,12.79,14.15,1028,,,94,4.28,0.46,99,light rain,2023-01-10,15,0.633,0.0,0.115
1673366400,local,13.02,12.86,12.88,14.82,1028,,,95,4.14,0.34,80,light rain,2023-01-10,16,0.751,0.0,0.029
1673370000,local,13.02,12.83,12.79,14.82,1028,,,94,3.57,0.32,55,light rain,2023-01-10,17,0.401,0.0,0.0
1673373600,local,13.02,12.83,12.79,14.82,1028,,,94,3.0,0.16,61,light rain,2023-01-10,18,0.287,0.0,0.0
1673377200,local,12.97,12.78,12.49,13.82,1028,,,94,3.05,0.11,66,light rain,2023-01-10,19,0.431,0.0,0.0
1673380800,local,12.97,12.78,12.49,13.82,1028,,,94,3.45,0.12,80,light rain,2023-01-10,20,1.081,0.0,0.0
1673384400,local,13.48,13.29,12.49,13.82,1028,,,92,3.67,0.23,88,light rain,2023-01-10,21,0.64,0.0,0.0
1673388000,local,13.48,13.26,12.32,13.82,1028,,,91,3.91,0.14,100,light rain,2023-01-10,22,0.0,0.866,0.0
1673391600,local,13.48,13.26,12.49,13.82,1027,,,91,4.87,0.71,100,light rain,2023-01-10,23,0.0,0.582,0.0
1673395200,local,13.49,13.3,13.34,13.82,1026,,,92,5.16,1.22,100,moderate rain,2023-01-11,0,0.0,0.364,0.0
1673398800,local,13.49,13.32,12.79,13.82,1026,,,93,4.41,2.55,100,moderate rain,2023-01-11,1,0.0,0.257,0.0
1673402400,local,13.49,13.38,12.79,13.82,1026,,,95,3.47,4.07,100,heavy intensity rain,2023-01-11,2,0.0,0.251,0.0
1673406000,local,12.91,12.74,12.72,13.12,1026,,,95,3.28,3.79,100,moderate rain,2023-01-11,3,0.0,0.266,0.0
1673409600,local,12.41,12.19,12.23,13.04,1026,,,95,2.51,1,100,light rain,2023-01-11,4,0.0,0.257,0.0
1673413200,local,12.7,12.45,12.01,13.04,1027,,,93,2.16,,99,overcast clouds,2023-01-11,5,0.0,0.25,0.0
1673416800,local,11.88,11.58,11.68,12.32,1028,,,94,2.02,,64,broken clouds,2023-01-11,6,0.0,0.249,0.0
1673420400,local,10.67,10.27,9.72,11.93,1029,,,95,2.35,,25,scattered clouds,2023-01-11,7,0.0,0.959,0.0
1673424000,local,10.62,10.22,9.72,11.21,1030,,,95,2.69,,38,scattered clouds,2023-01-11,8,0.298,0.0,0.089
1673427600,local,10.71,10.32,10.01,11.38,1031,,,95,2.32,,9,sky is clear,2023-01-11,9,0.461,0.0,0.347
1673431200,local,11.42,11.1,10.34,13.04,1032,,,95,1.95,,35,scattered clouds,2023-01-11,10,0.04,0.0,0.342
1673434800,local,12.98,12.68,11.21,14.15,1033,,,90,2.15,,22,few clouds,2023-01-11,11,0.0,0.0,0.254
1673438400,local,14.08,13.55,12.32,15.26,1032,,,77,2.53,,24,few clouds,2023-01-11,12,0.0,0.0,0.255
1673442000,local,14.1,13.42,12.88,15.82,1032,,,71,2.61,,27,scattered clouds,2023-01-11,13,0.0,0.0,0.252
1673445600,local,14.57,13.91,13.43,14.82,1031,,,70,2.91,,34,scattered clouds,2023-01-11,14,0.0,0.0,0.246
1673449200,local,14.07,13.36,13.43,15.26,1031,,,70,3.52,,26,scattered clouds,2023-01-11,15,0.0,0.0,0.248
1673452800,local,14.03,13.29,13.43,15.82,1031,,,69,3.07,,10,sky is clear,2023-01-11,16,0.165,0.0,0.074
1673456400,local,13.44,12.75,12.72,13.6,1032,,,73,2.35,,3,sky is clear,2023-01-11,17,0.307,0.0,0.0
1673460000,local,11.78,11.1,10.72,12.49,1032,,,80,2.2,,0,sky is clear,2023-01-11,18,0.398,0.0,0.0
1673463600,local,11.18,10.52,9.71,11.77,1032,,,83,1.79,,9,sky is clear,2023-01-11,19,0.386,0.0,0.0
1673467200,local,10.14,9.48,8.6,11.21,1033,,,87,1.95,,96,overcast clouds,2023-01-11,20,0.358,0.0,0.0
1673470800,local,9.54,8.79,7.57,11.21,1033,,,89,1.85,,96,overcast clouds,2023-01-11,21,0.428,0.0,0.0
1673474400,local,9.42,9.09,6.93,10.66,1033,,,90,1.41,,98,overcast clouds,2023-01-11,22,0.0,0.358,0.0
1673478000,local,9.39,8.86,6.38,10.1,1033,,,89,1.59,,98,overcast clouds,2023-01-11,23,0.0,0.356,0.0
1673481600,local,8.8,8.34,5.82,9.54,1033,,,91,1.45,,98,overcast clouds,2023-01-12,0,0.0,0.423,0.0
1673485200,local,8.77,8.77,5.26,9.04,1033,,,91,1.2,,78,broken clouds,2023-01-12,1,0.0,0.253,0.0
1673488800,local,8.83,8.83,4.71,9.04,1033,,,92,1.2,,98,overcast clouds,2023-01-12,2,0.0,0.251,0.0
1673492400,local,7.76,7.76,4.71,7.93,1032,,,92,1.25,,100,overcast clouds,2023-01-12,3,0.0,0.288,0.0
1673496000,local,7.76,7.23,4.15,7.93,1032,,,92,1.39,,100,overcast clouds,2023-01-12,4,0.0,0.271,0.0
1673499600,local,7.88,7.31,4.71,7.93,1031,,,92,1.43,,100,overcast clouds,2023-01-12,5,0.0,0.255,0.0
1673503200,local,7.84,6.99,4.71,7.93,1031,,,94,1.68,,100,overcast clouds,2023-01-12,6,0.0,0.291,0.0
1673506800,local,7.36,6.29,6.72,7.37,1031,,,94,1.82,,100,overcast clouds,2023-01-12,7,0.0,1.006,0.0
1673510400,local,6.8,5.71,4.15,6.82,1031,,,93,1.76,,100,overcast clouds,2023-01-12,8,0.306,0.0,0.06
1673514000,local,7.33,6.46,4.71,7.37,1032,,,93,1.63,,100,overcast clouds,2023-01-12,9,0.09,0.0,0.188
1673517600,local,8.47,7.73,7.72,8.48,1032,,,92,1.66,,100,overcast clouds,2023-01-12,10,0.055,0.0,0.236
1673521200,local,10.68,10.1,8.72,10.7,1032,,,88,1.5,,100,overcast clouds,2023-01-12,11,0.081,0.0,0.183
1673524800,local,10.69,10.03,9.54,10.7,1032,,,85,1.42,,98,overcast clouds,2023-01-12,12,0.113,0.0,0.168
1673528400,local,11.2,10.6,9.79,11.26,1031,,,85,1.75,,100,overcast clouds,2023-01-12,13,0.101,0.0,0.193
1673532000,local,11.28,10.71,10.01,12.01,1030,,,86,2.19,,100,overcast clouds,2023-01-12,14,0.586,0.0,0.132
1673535600,local,11.78,11.21,10.66,11.82,1030,,,84,2.55,,85,overcast clouds,2023-01-12,15,0.311,0.0,0.084
1673539200,local,11.29,10.72,10.66,11.82,1030,,,86,2.58,,100,overcast clouds,2023-01-12,16,0.29,0.0,0.021
1673542800,local,11.29,10.75,10.66,11.82,1030,,,87,1.71,,100,overcast clouds,2023-01-12,17,0.992,0.0,0.0
1673546400,local,10.79,10.17,10.66,11.82,1030,,,86,1.78,,100,overcast clouds,2023-01-12,18,0.646,0.0,0.0
1673550000,local,10.79,10.17,10.34,11.82,1030,,,86,1.82,,98,overcast clouds,2023-01-12,19,0.488,0.0,0.0
1673553600,local,10.79,10.14,10.34,11.82,1030,,,85,1.65,,100,overcast clouds,2023-01-12,20,0.557,0.0,0.0
1673557200,local,10.69,10.16,9.79,10.82,1030,,,90,1.59,,94,overcast clouds,2023-01-12,21,0.858,0.0,0.0
1673560800,local,9.71,9.21,9.23,10.82,1030,,,93,1.61,,94,overcast clouds,2023-01-12,22,0.0,0.43,0.0
1673564400,local,10.2,9.65,9.79,10.82,1030,,,91,1.56,,92,overcast clouds,2023-01-12,23,0.0,0.336,0.0
1673568000,local,10.19,9.64,9.54,10.82,1030,,,91,1.59,,99,overcast clouds,2023-01-13,0,0.0,0.258,0.0
1673571600,local,10.1,9.52,9.54,10.15,1030,,,90,1.51,,97,overcast clouds,2023-01-13,1,0.0,0.311,0.0
1673575200,local,9.98,9.55,8.04,10.15,1029,,,90,1.57,,99,overcast clouds,2023-01-13,2,0.0,0.286,0.0
1673578800,local,10.09,9.48,8.9,10.15,1029,,,89,1.66,,84,broken clouds,2023-01-13,3,0.0,0.303,0.0
1673582400,local,10.17,9.57,8.9,10.82,1029,,,89,1.76,,77,broken clouds,2023-01-13,4,0.0,0.316,0.0
1673586000,local,10.65,10.07,8.99,10.82,1029,,,88,1.72,,81,broken clouds,2023-01-13,5,0.0,0.285,0.0
1673589600,local,10.08,9.44,8.9,10.15,1029,,,88,2.06,,83,broken clouds,2023-01-13,6,0.0,1.568,0.0
1673593200,local,10.52,9.87,8.04,10.7,1029,,,86,2.08,,83,broken clouds,2023-01-13,7,0.0,0.874,0.0
1673596800,local,10.52,9.93,8.04,10.7,1030,,,88,2.09,,86,overcast clouds,2023-01-13,8,0.418,0.0,0.029
1673600400,local,11.0,10.4,8.43,11.26,1030,,,86,2.45,,97,overcast clouds,2023-01-13,9,0.221,0.0,0.081
1673604000,local,11.7,11.17,8.99,11.82,1030,,,86,2.25,,84,broken clouds,2023-01-13,10,0.174,0.0,0.148
1673607600,local,12.48,12.0,11.93,13.82,1030,,,85,2.37,,76,broken clouds,2023-01-13,11,0.051,0.0,0.249
1673611200,local,13.11,12.64,12.93,14.82,1030,,,83,1.99,,86,overcast clouds,2023-01-13,12,0.078,0.0,0.23
1673614800,local,13.35,12.88,12.32,15.01,1030,,,82,1.93,,95,overcast clouds,2023-01-13,13,0.0,0.0,0.324
1673618400,local,14.12,13.7,12.88,15.82,1028,,,81,2.24,,99,overcast clouds,2023-01-13,14,0.228,0.0,0.33
1673622000,local,14.08,13.66,12.88,15.57,1028,,,81,2.15,,96,overcast clouds,2023-01-13,15,0.014,0.0,0.324
1673625600,local,14.07,13.65,12.88,14.82,1028,,,81,1.54,,89,overcast clouds,2023-01-13,16,0.284,0.0,0.075
1673629200,local,14.01,13.63,13.34,14.15,1028,,,83,1.24,,96,overcast clouds,2023-01-13,17,0.352,0.0,0.0
1673632800,local,12.79,12.34,11.72,12.93,1028,,,85,1.39,,98,overcast clouds,2023-01-13,18,0.481,0.0,0.0
1673636400,local,12.3,11.86,11.68,12.37,1029,,,87,1.62,,100,overcast clouds,2023-01-13,19,1.284,0.0,0.0
1673640000,local,11.86,11.43,10.26,12.82,1029,,,89,1.79,,100,overcast clouds,2023-01-13,20,0.919,0.0,0.0
1673643600,local,11.85,11.44,9.71,12.82,1029,,,90,1.89,,100,overcast clouds,2023-01-13,21,0.517,0.0,0.0
1673647200,local,12.32,11.96,9.71,12.82,1029,,,90,2.14,,98,overcast clouds,2023-01-13,22,0.0,0.528,0.0
1673650800,local,12.26,11.87,10.66,12.37,1028,,,89,2.16,,100,overcast clouds,2023-01-13,23,0.0,1.154,0.0
1673654400,local,12.35,11.96,10.66,12.82,1028,,,89,2.32,,100,overcast clouds,2023-01-14,0,0.0,0.353,0.0
1673658000,local,12.35,11.96,10.66,12.82,1028,,,89,2.7,,100,overcast clouds,2023-01-14,1,0.0,0.273,0.0
1673661600,local,11.87,11.49,10.66,12.82,1027,,,91,2.86,0.17,100,light rain,2023-01-14,2,0.0,0.3,0.0
1673665200,local,11.28,10.89,10.57,12.01,1027,,,93,2.58,0.23,100,light rain,2023-01-14,3,0.0,0.302,0.0
1673668800,local,11.29,10.93,10.66,12.01,1027,,,94,2.31,0.22,100,light rain,2023-01-14,4,0.0,0.277,0.0
1673672400,local,11.3,10.94,11.12,12.57,1027,,,94,2.22,0.22,100,light rain,2023-01-14,5,0.0,1.467,0.0
1673676000,local,11.39,11.07,11.12,12.82,1027,,,95,1.94,0.23,100,light rain,2023-01-14,6,0.0,1.067,0.0
1673679600,local,11.79,11.51,11.12,12.01,1027,,,95,1.95,0.14,100,light rain,2023-01-14,7,0.0,0.303,0.0
1673683200,local,12.28,12.04,11.21,12.37,1027,,,95,2.06,0.15,100,light rain,2023-01-14,8,0.674,0.0,0.005
1673686800,local,12.37,12.14,11.21,12.82,1027,,,95,2.96,0.13,100,light rain,2023-01-14,9,0.225,0.0,0.076
1673690400,local,12.88,12.7,11.77,13.12,1027,,,95,3.93,0.25,100,light rain,2023-01-14,10,0.984,0.0,0.214
1673694000,local,12.91,12.74,12.32,12.93,1027,,,95,4.4,0.19,100,light rain,2023-01-14,11,1.013,0.0,0.108
1673697600,local,13.43,13.28,12.32,13.48,1026,,,94,5.66,0.2,100,light rain,2023-01-14,12,2.596,0.0,0.114
1673701200,local,13.43,13.23,12.72,14.79,1026,,,92,5.25,0.23,100,light rain,2023-01-14,13,1.002,0.0,0.204
1673704800,local,13.4,13.2,12.32,14.79,1025,,,92,5.75,0.22,100,light rain,2023-01-14,14,1.299,0.0,0.151
1673708400,local,13.41,13.26,12.72,14.23,1025,,,94,5.5,0.15,99,light rain,2023-01-14,15,0.568,0.0,0.09
1673712000,local,13.01,12.82,12.79,14.23,1025,,,94,4.72,,97,overcast clouds,2023-01-14,16,0.739,0.0,0.028
1673715600,local,13.01,12.79,12.79,13.82,1025,,,93,4.33,,100,overcast clouds,2023-01-14,17,1.199,0.0,0.0
1673719200,local,12.91,12.68,12.23,13.6,1025,,,93,4.21,,97,overcast clouds,2023-01-14,18,0.579,0.0,0.0
1673722800,local,12.91,12.66,12.23,12.93,1024,,,92,4.45,0.29,98,light rain,2023-01-14,19,0.567,0.0,0.0
1673726400,local,12.87,12.64,11.38,13.68,1024,,,93,4.69,0.29,100,light rain,2023-01-14,20,0.435,0.0,0.0
1673730000,local,12.91,12.66,12.23,13.04,1024,,,92,5.03,0.24,99,light rain,2023-01-14,21,0.449,0.0,0.0
1673733600,local,12.9,12.67,12.23,13.12,1024,,,93,4.62,0.26,100,light rain,2023-01-14,22,0.0,0.445,0.0
1673737200,local,12.98,12.79,12.23,13.82,1024,,,94,4.96,0.62,100,light rain,2023-01-14,23,0.0,0.461,0.0
1673740800,local,12.98,12.76,12.23,13.82,1024,,,93,5.21,1.09,100,moderate rain,2023-01-15,0,0.0,0.317,0.0
1673744400,local,13.39,13.24,12.32,13.6,1023,,,94,4.5,0.96,100,light rain,2023-01-15,1,0.0,0.293,0.0
1673748000,local,12.73,12.54,10.72,13.04,1023,,,95,4.12,0.36,100,light rain,2023-01-15,2,0.0,0.286,0.0
1673751600,local,10.7,10.28,10.01,10.9,1024,,,94,5.69,0.22,100,light rain,2023-01-15,3,0.0,1.485,0.0
1673755200,local,9.72,7.13,9.45,10.82,1025,,,94,5.28,0.15,99,light rain,2023-01-15,4,0.0,0.305,0.0
1673758800,local,9.14,7.13,8.68,10.1,1025,,,91,3.62,0.13,85,light rain,2023-01-15,5,0.0,0.296,0.0
1673762400,local,8.65,7.0,8.12,10.1,1026,,,90,2.82,,25,scattered clouds,2023-01-15,6,0.0,0.265,0.0
1673766000,local,8.54,6.76,7.57,9.54,1027,,,90,2.99,,29,scattered clouds,2023-01-15,7,0.0,0.301,0.0
1673769600,local,7.92,6.44,7.57,8.04,1028,,,90,2.4,,31,scattered clouds,2023-01-15,8,0.188,0.0,0.106
1673773200,local,8.43,7.16,7.01,8.99,1028,,,86,2.24,,20,few clouds,2023-01-15,9,0.0,0.0,0.364
1673776800,local,9.08,7.93,8.9,10.26,1030,,,81,2.24,,31,scattered clouds,2023-01-15,10,0.686,0.0,0.665
1673780400,local,10.2,9.18,9.23,10.82,1030,,,73,2.39,,23,few clouds,2023-01-15,11,0.371,0.0,0.402
1673784000,local,10.68,9.58,9.54,11.38,1030,,,68,3.28,,45,scattered clouds,2023-01-15,12,1.431,0.0,0.674
1673787600,local,10.8,9.58,9.79,11.93,1029,,,63,4.17,,58,broken clouds,2023-01-15,13,0.673,0.0,0.506
1673791200,local,10.81,9.7,10.34,11.93,1029,,,67,4.97,,66,broken clouds,2023-01-15,14,0.029,0.0,0.29
1673794800,local,10.81,9.8,9.79,11.93,1028,,,71,4.46,,62,broken clouds,2023-01-15,15,0.754,0.0,0.328
1673798400,local,10.71,9.72,10.66,11.38,1028,,,72,4.25,,65,broken clouds,2023-01-15,16,0.405,0.0,0.099
1673802000,local,9.73,8.18,9.23,10.82,1028,,,73,3.01,,100,overcast clouds,2023-01-15,17,0.713,0.0,0.0
1673805600,local,9.2,7.89,8.04,10.82,1028,,,79,2.48,,100,overcast clouds,2023-01-15,18,0.672,0.0,0.0
1673809200,local,8.7,7.28,8.04,10.82,1028,,,81,2.51,,100,overcast clouds,2023-01-15,19,0.754,0.0,0.0
1673812800,local,8.78,6.87,7.49,11.82,1027,,,85,3.3,0.12,100,light rain,2023-01-15,20,0.822,0.0,0.0
1673816400,local,8.78,6.53,7.49,11.82,1027,,,90,3.95,0.15,100,light rain,2023-01-15,21,0.653,0.0,0.0
1673820000,local,8.81,5.88,8.04,11.82,1026,,,91,5.57,0.11,100,light rain,2023-01-15,22,0.0,0.597,0.0
1673823600,local,9.3,6.37,8.6,11.82,1026,,,94,5.96,0.25,100,light rain,2023-01-15,23,0.0,0.639,0.0
1673827200,local,9.41,6.27,9.04,12.82,1025,,,94,6.7,0.44,98,light rain,2023-01-16,0,0.0,0.747,0.0
1673830800,local,9.91,6.9,9.59,12.82,1024,,,95,6.75,0.74,100,light rain,2023-01-16,1,0.0,0.556,0.0
1673834400,local,10.9,10.53,10.7,12.82,1022,,,95,6.99,1.08,100,moderate rain,2023-01-16,2,0.0,0.604,0.0
1673838000,local,10.82,10.44,10.7,11.82,1022,,,95,7.53,0.97,100,light rain,2023-01-16,3,0.0,0.813,0.0
1673841600,local,11.4,11.08,10.9,12.82,1021,,,95,8.01,0.83,99,light rain,2023-01-16,4,0.0,0.504,0.0
1673845200,local,11.39,11.07,10.9,12.82,1021,,,95,8.21,0.84,100,light rain,2023-01-16,5,0.0,0.49,0.0
1673848800,local,11.49,11.18,10.9,13.82,1020,,,95,8.09,0.57,100,light rain,2023-01-16,6,0.0,0.472,0.0
1673852400,local,11.03,10.67,10.7,13.82,1020,,,95,7.16,0.7,100,light rain,2023-01-16,7,0.0,1.364,0.0
1673856000,local,11.51,11.2,10.9,13.82,1019,,,95,7.49,1,99,light rain,2023-01-16,8,0.369,0.0,0.0
1673859600,local,11.42,11.1,11.26,12.82,1019,,,95,7.39,1.17,100,moderate rain,2023-01-16,9,0.271,0.0,0.013
1673863200,local,12.0,11.74,11.45,13.82,1019,,,95,7.6,0.81,98,light rain,2023-01-16,10,0.243,0.0,0.068
1673866800,local,12.03,11.77,11.82,13.82,1019,,,95,7.62,0.66,99,light rain,2023-01-16,11,0.251,0.0,0.089
1673870400,local,12.5,12.31,12.01,13.82,1018,,,96,8.37,0.64,100,light rain,2023-01-16,12,0.687,0.0,0.095
1673874000,local,12.52,12.33,12.01,13.82,1017,,,96,8.84,0.97,99,light rain,2023-01-16,13,0.222,0.0,0.071
1673877600,local,12.5,12.31,12.23,13.82,1015,,,96,8.98,1.49,100,moderate rain,2023-01-16,14,0.228,0.0,0.029
1673881200,local,12.01,11.77,11.82,13.82,1015,,,96,9.56,1.06,100,moderate rain,2023-01-16,15,0.306,0.0,0.004
1673884800,local,12.4,12.2,12.01,12.82,1014,,,96,9.17,0.81,100,light rain,2023-01-16,16,0.283,0.0,0.0
1673888400,local,11.93,11.69,11.82,12.82,1013,,,96,9.25,0.99,100,light rain,2023-01-16,17,0.504,0.0,0.0
1673892000,local,12.01,11.77,11.82,13.82,1012,,,96,9.34,0.86,100,light rain,2023-01-16,18,1.494,0.0,0.0
1673895600,local,11.93,11.69,11.45,12.82,1012,,,96,8.98,1.2,100,moderate rain,2023-01-16,19,0.637,0.0,0.0
1673899200,local,12.01,11.77,11.45,13.82,1011,,,96,9.12,1.35,100,moderate rain,2023-01-16,20,0.465,0.0,0.0
1673902800,local,12.01,11.77,11.82,13.82,1010,,,96,8.54,1.9,100,moderate rain,2023-01-16,21,0.48,0.0,0.0
1673906400,local,11.91,11.66,11.68,12.82,1009,,,96,10.32,2.69,100,moderate rain,2023-01-16,22,0.0,0.729,0.0
1673910000,local,12.39,12.19,11.68,12.82,1009,,,96,9.53,2.13,100,moderate rain,2023-01-16,23,0.0,0.517,0.0
1673913600,local,12.5,12.31,12.23,13.82,1008,,,96,9.48,2.7,100,moderate rain,2023-01-17,0,0.0,0.512,0.0
1673917200,local,12.5,12.31,12.23,13.82,1008,,,96,9.38,1.42,63,moderate rain,2023-01-17,1,0.0,0.562,0.0
1673920800,local,11.54,11.26,10.34,13.82,1007,,,96,8.24,0.34,80,light rain,2023-01-17,2,0.0,0.264,0.0
1673924400,local,11.51,11.22,10.9,13.82,1007,,,96,7.73,0.38,47,light rain,2023-01-17,3,0.0,0.305,0.0
1673928000,local,11.5,11.13,10.34,13.82,1007,,,93,7.71,0.33,56,light rain,2023-01-17,4,0.0,0.263,0.0
1673931600,local,10.89,10.46,8.68,12.82,1008,,,93,7.54,0.42,57,light rain,2023-01-17,5,0.0,0.279,0.0
1673935200,local,9.91,6.81,8.68,12.82,1008,,,87,7.05,0.52,58,light rain,2023-01-17,6,0.0,0.275,0.0
1673938800,local,9.15,5.86,9.04,10.82,1009,,,93,6.95,0.46,65,light rain,2023-01-17,7,0.0,1.006,0.0
1673942400,local,8.74,5.33,7.57,10.82,1009,,,90,6.98,0.65,61,light rain,2023-01-17,8,0.461,0.0,0.012
1673946000,local,8.33,4.77,7.01,11.82,1010,,,93,7.08,0.79,70,light rain,2023-01-17,9,0.222,0.0,0.122
1673949600,local,8.34,5.04,7.57,11.82,1009,,,93,6.27,0.62,77,light rain,2023-01-17,10,0.284,0.0,0.115
1673953200,local,8.74,5.24,7.57,10.82,1010,,,91,7.26,0.32,56,light rain,2023-01-17,11,0.276,0.0,0.145
1673956800,local,8.73,5.01,8.12,10.82,1009,,,93,8.04,0.42,68,light rain,2023-01-17,12,0.139,0.0,0.267
1673960400,local,8.66,5.04,7.57,10.26,1009,,,90,7.61,0.32,56,light rain,2023-01-17,13,0.6,0.0,0.233
1673964000,local,8.71,5.03,7.57,10.82,1008,,,87,7.86,1.25,67,moderate rain,2023-01-17,14,0.169,0.0,0.178
1673967600,local,8.13,4.34,7.57,9.82,1008,,,90,7.66,0.79,56,light rain,2023-01-17,15,0.431,0.0,0.093
1673971200,local,7.14,3.45,6.45,9.82,1008,,,91,6.46,0.48,59,light rain,2023-01-17,16,0.337,0.0,0.058
1673974800,local,6.96,2.93,5.9,8.43,1008,,,92,7.3,1.21,71,moderate rain,2023-01-17,17,0.364,0.0,0.002
1673978400,local,7.01,3.09,5.9,8.82,1008,,,89,7.01,0.39,64,light rain,2023-01-17,18,2.341,0.0,0.0
1673982000,local,7.01,3.28,5.34,8.82,1009,,,91,6.47,0.33,62,light rain,2023-01-17,19,0.543,0.0,0.0
1673985600,local,6.35,2.43,6.26,7.82,1009,,,91,6.47,0.36,57,light rain,2023-01-17,20,0.65,0.0,0.0
1673989200,local,5.98,1.91,4.79,8.82,1010,,,92,6.61,0.48,65,light rain,2023-01-17,21,0.372,0.0,0.0
1673992800,local,6.0,2.36,4.79,8.82,1010,,,92,5.51,0.19,75,light rain,2023-01-17,22,0.0,0.357,0.0
1673996400,local,4.85,0.91,4.23,6.82,1010,,,93,5.51,0.18,99,light rain,2023-01-17,23,0.0,0.447,0.0
1674000000,local,5.07,0.82,4.15,9.82,1010,,,92,6.42,0.89,91,light rain,2023-01-18,0,0.0,0.277,0.0
1674003600,local,4.52,0.44,4.04,8.82,1010,,,93,5.64,0.98,91,light rain,2023-01-18,1,0.0,0.272,0.0
1674007200,local,5.01,1.1,4.15,8.82,1011,,,93,5.55,0.13,84,light rain,2023-01-18,2,0.0,0.314,0.0
1674010800,local,5.38,1.86,3.6,7.82,1012,,,93,4.89,0.67,65,light rain,2023-01-18,3,0.0,0.279,0.0
1674014400,local,4.9,1.6,3.6,7.82,1012,,,93,4.24,0.24,65,light rain,2023-01-18,4,0.0,0.313,0.0
1674018000,local,5.37,2.34,3.04,7.82,1013,,,93,3.96,0.34,66,light rain,2023-01-18,5,0.0,0.283,0.0
1674021600,local,5.2,2.72,4.15,5.82,1014,,,92,3.03,0.11,61,light rain,2023-01-18,6,0.0,0.296,0.0
1674025200,local,4.72,2.56,4.23,5.82,1015,,,90,2.51,,74,broken clouds,2023-01-18,7,0.0,0.957,0.0
1674028800,local,4.72,2.78,4.23,5.82,1016,,,90,2.27,,60,broken clouds,2023-01-18,8,0.358,0.0,0.088
1674032400,local,4.72,2.85,4.23,5.82,1017,,,92,2.19,,58,broken clouds,2023-01-18,9,1.317,0.0,0.363
1674036000,local,6.36,4.68,5.34,7.82,1018,,,89,2.3,,57,broken clouds,2023-01-18,10,0.05,0.0,0.331
1674039600,local,7.48,5.34,6.45,8.82,1019,,,85,3.22,,80,broken clouds,2023-01-18,11,0.047,0.0,0.343
1674043200,local,7.89,5.98,6.77,8.12,1019,,,81,2.99,0.11,79,light rain,2023-01-18,12,0.228,0.0,0.472
1674046800,local,8.56,6.46,6.77,9.82,1019,,,76,3.56,0.18,77,light rain,2023-01-18,13,0.9,0.0,0.543
1674050400,local,8.11,5.5,6.45,9.82,1019,,,81,4.37,0.16,80,light rain,2023-01-18,14,1.591,0.0,0.41
1674054000,local,7.62,4.67,7.01,9.82,1019,,,88,4.87,,50,scattered clouds,2023-01-18,15,0.145,0.0,0.212
1674057600,local,8.14,5.18,7.57,9.82,1020,,,80,5.21,,42,scattered clouds,2023-01-18,16,0.314,0.0,0.063
1674061200,local,6.95,3.68,6.12,8.04,1021,,,85,5.21,,46,scattered clouds,2023-01-18,17,0.41,0.0,0.0
